,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
12,praveen,@arbaz37785035,2022-12-14T03:43:26.000Z,"praveen
@arbaz37785035
·
14 Dec 2022","#IndianArmy 
'Our Veterans Our Pride' 
#Veterans Outreach Rally was organised by Ibex Brigade at #Joshimath. Pension & ECHS related grievances were addressed. Veterans and Veernaris were provided information on documentation related issues, SPARSH & ECHS.
@adgpi
@DIAV20
17
14",,,17,14,['https://pbs.twimg.com/media/Fj6LdfeaEAA7DAf?format=jpg&name=small'],https://twitter.com/arbaz37785035/status/1602871860869619713
13,ak singh,@aksingh27669059,2022-12-14T03:43:41.000Z,"ak singh
@aksingh27669059
·
14 Dec 2022","#IndianArmy 
'Our Veterans Our Pride' 
#Veterans Outreach Rally was organised by Ibex Brigade at #Joshimath. Pension & ECHS related grievances were addressed. Veterans and Veernaris were provided information on documentation related issues, SPARSH & ECHS.
@adgpi
@DIAV20
3
6",,,3,6,['https://pbs.twimg.com/media/Fj6Lhb-akAATKmq?format=jpg&name=small'],https://twitter.com/aksingh27669059/status/1602871926833434624
14,nishu,@nishu96945170,2022-12-14T03:43:34.000Z,"nishu
@nishu96945170
·
14 Dec 2022","#IndianArmy 
'Our Veterans Our Pride' 
#Veterans Outreach Rally was organised by Ibex Brigade at #Joshimath. Pension & ECHS related grievances were addressed. Veterans and Veernaris were provided information on documentation related issues, SPARSH & ECHS.
@adgpi
@DIAV20
3",,,,3,['https://pbs.twimg.com/media/Fj6Lfn1aYAAOzEr?format=jpg&name=small'],https://twitter.com/nishu96945170/status/1602871897120993280
15,Ayesha,@Ayesha13457863,2022-12-14T03:43:51.000Z,"Ayesha
@Ayesha13457863
·
14 Dec 2022","#IndianArmy 
'Our Veterans Our Pride' 
#Veterans Outreach Rally was organised by Ibex Brigade at #Joshimath. Pension & ECHS related grievances were addressed. Veterans and Veernaris were provided information on documentation related issues, SPARSH & ECHS.
@adgpi
@DIAV20
1
6",,,1,6,['https://pbs.twimg.com/media/Fj6LjqgacAAtzuw?format=jpg&name=small'],https://twitter.com/Ayesha13457863/status/1602871965957910530
16,LateNewz.com,@LateNewzdotcom,2022-12-19T18:24:41.000Z,"LateNewz.com
@LateNewzdotcom
·
19 Dec 2022","देहरादून/जोशीमठ। नीती घाटी की गुफा में विराजमान हुए बाबा बर्फानी। - https://latenewz.com/news/31616 
#Dehradun #Joshimath
#nitighati #cave
#Bababarfani
latenewz.com
देहरादून/जोशीमठ। नीती घाटी की गुफा में विराजमान हुए बाबा बर्फानी।
देहरादून/जोशीमठ उत्तराखंड। यदि आप क्रिसमस और 31 दिसंबर के जश्न के लिए औली पहुंचने का कार्यक्रम बना रहे हैं तो यहां से करीब 70 किलोमीटर की दूरी पर बाबा बर्फानी के दर्शनों का कार्यक्रम भी जरूर बनाएं।...
40",,,,,[],https://twitter.com/LateNewzdotcom/status/1604905576441729024
17,Aadhvi Travels,@AadhviTravels,2022-12-20T05:21:38.000Z,"Aadhvi Travels
@AadhviTravels
·
20 Dec 2022","Auli is India's premier skiing destination. Enjoy India's longest cable ride over snowy slopes.

For more information on bookings, don't hesitate to get in touch with us at +91 9108713454 / tours@aadhvi.in

#auli  #skiing #snow  #bestdeals #joshimath #cableride #aadhvitravels
210",,,,,['https://pbs.twimg.com/media/FkZa767acAAVJux?format=jpg&name=small'],https://twitter.com/AadhviTravels/status/1605070901254684672
18,Developing Uttarakhand,@DevelopingUtk,2022-12-21T02:09:31.000Z,"Developing Uttarakhand
@DevelopingUtk
·
21 Dec 2022","जोशीमठ के 300 परिवारों के घरो मैं आई दरार
https://youtu.be/WoKk7TZqraM
#joshimath
#Uttarakhand
youtube.com
भयानक त्रासदी की तरफ जोशीमठ के कदम || Garhwal #joshimathsinking News...
जोशीमठ के 300 परिवारों के घरो मैं आई दरार .... ..Report ByPushpender Singh NegiAppeal:-I have a right to have a wholesome point of view on any given case or ...
61",,,,,['https://pbs.twimg.com/card_img/1619446832853049344/jY2Hw4FA?format=jpg&name=240x240'],https://twitter.com/DevelopingUtk/status/1605384942846111744
19,Anoop Nautiyal,@Anoopnautiyal1,2022-12-22T04:08:13.000Z,"Anoop Nautiyal
@Anoopnautiyal1
·
22 Dec 2022","I am concerned with reports of sinking of #Joshimath town. Based on field surveys, govt experts have also expressed concerns. I urge 
@OfficeofDhami
 to initiate immediate measures to ensure safety of people/town which is the gateway for Badrinath, Hemkund Sahib, Auli, others!
4
27
86
3,777",,4,27,86,['https://pbs.twimg.com/media/Fkjd2m6aYAADN5w?format=jpg&name=small'],https://twitter.com/Anoopnautiyal1/status/1605777200288043009
20,ARJIT KHARE,@ArjitkhareINC,2022-12-22T04:06:47.000Z,"ARJIT KHARE
@ArjitkhareINC
·
22 Dec 2022","तेजी से धंसने लगे हैं उत्तराखंड के पहाड़:देश के सबसे लंबे जोशीमठ-औली रोप वे पर खतरा, 36 परिवार शिफ्ट किए
अंधाधुंध निर्माण कार्य के कारण ग्लेशियर पिघल रहे हैं। पहाड़ों के धंसने की प्रक्रिया में तेजी आ रही है।
#uttrakhand
#joshimath #badrinath
1
3
466",,,1,3,['https://pbs.twimg.com/media/Fkjdg_EUAAAZeyU?format=jpg&name=small'],https://twitter.com/ArjitkhareINC/status/1605776843117719552
21,The Lallantop,@TheLallantop,2022-12-24T14:41:05.000Z,"The Lallantop
@TheLallantop
·
24 Dec 2022","जोशीमठ के कई इलाकों में लोगों के मकान जमीन के अंदर धंस रहे हैं. दीवारों पर दरारें आ रही हैं. स्थानीय लोगों का कहना है कि ऐसा कई दिनों से हो रहा है. लोग डरे हुए हैं, उन्हें अपनी सुरक्षा की चिंता हो रही है.
#Joshimath
thelallantop.com
उत्तराखंड में जमीन धंस रही, दीवारों पर बड़ी-बड़ी दरारें, सड़कों पर उतरे लोग
स्थानीय लोगों का कहना है कि पिछले एक साल में जोशीमठ में जमीन धंसने की घटनाएं काफी बढ़ी हैं.
22
188
12.6K",,,22,188,['https://pbs.twimg.com/card_img/1620001246068326400/M2OiqXVy?format=jpg&name=small'],https://twitter.com/TheLallantop/status/1606661243909345285
22,Devbhoomi Dialogue,@Devbhoomidialo,2022-12-24T13:51:01.000Z,"Devbhoomi Dialogue
@Devbhoomidialo
·
24 Dec 2022","जोशीमठ खतरे की जद में है। जोशीमठ नगर पालिका क्षेत्र के 300 घरों पर बड़ी बड़ी दरारें हैं। लोगों की एक ही मांग है कि फौरन सुरक्षित पुनर्वास हो। #Joshimath #LandslideEffect #JoshimathSinking #CracksInHouses #Rehabilitation #Uttarakhand 
@atulsati1
Devbhoomi Dialogue
@Devbhoomidialo
पौराणिक और धार्मिक महत्व का शहर जोशीमठ खतरे की जद में है। जोशीमठ नगर पालिका क्षेत्र के 300 घरों पर बड़ी बड़ी दरारें हैं। लोगों की एक ही मांग है कि फौरन सुरक्षित पुनर्वास हो। #Joshimath #LandslideEffect #JoshimathSinking #CracksInHouses #Rehabilitation #Utt
2
13
23
2,258",,2,13,23,"['https://pbs.twimg.com/card_img/1621383564645535745/s6C2ganl?format=jpg&name=orig', 'https://pbs.twimg.com/profile_images/1512429297549873161/P9wSLYAp_mini.jpg']",https://twitter.com/Devbhoomidialo/status/1606648645289328640
23,enews24x7.in,@enews24x7_in,2022-12-24T11:56:21.000Z,"enews24x7.in
@enews24x7_in
·
24 Dec 2022","उत्तराखंड में तबाही की आहट! जोशीमठ-औली रोप वे पर खतरा...

#Joshimath #AuliRopeway #JoshimathAuliRopeway
enews24x7.in
उत्तराखंड: धंस रहे पहाड़! देश के सबसे लंबे जोशीमठ-औली रोप वे पर खतरा, 513 परिवार संकट में…
जोशीमठ। उत्तराखंड में बद्रीनाथ धाम की यात्रा का मुख्य पड़ाव जोशीमठ धंसने की कगार पर है। यहां 9 वार्डों के 513 मकानों में बड़ी-बड़ी दरारें आ गई हैं। अधिक खतरे की जद में आए पांच परिवार मकानों को छोड़…
61",,,,,[],https://twitter.com/enews24x7_in/status/1606619785944616961
24,The Times Of India,@timesofindia,2022-12-25T06:29:17.000Z,"The Times Of India
@timesofindia
·
25 Dec 2022","#Joshimath sinking: Thousands of fearful residents hit road in protest 

Thousands of people staged a protest in Joshimath on Saturday to draw the government’s attention to the issue of their houses developing cracks as a result of the town “slowly sinking”
timesofindia.indiatimes.com
Joshimath sinking: Thousands of fearful residents hit road in protest | Dehradun News - Times of...
Thousands of people staged a protest in Joshimath on Saturday to draw the government’s attention to the issue of their houses developing cracks as a
1
9
5,723",,,1,9,['https://pbs.twimg.com/card_img/1619551329390678016/I9ZLIguF?format=jpg&name=small'],https://twitter.com/timesofindia/status/1606899866814525441
25,kautilyasTOI,@kautilyasTOI,2022-12-25T03:51:19.000Z,"kautilyasTOI
@kautilyasTOI
·
25 Dec 2022","#Joshimath sinking: Thousands of fearful residents hit road in protest #Uttarakhand
@timesofindia
 @UttarakhandTOI
 https://timesofindia.indiatimes.com/city/dehradun/joshimath-sinking-thousands-of-fearful-residents-hit-road-in-protest/articleshow/96488198.cms…
Download the TOI app now:
https://timesofindia.onelink.me/mjFd/toisupershare…
timesofindia.indiatimes.com
Joshimath sinking: Thousands of fearful residents hit road in protest | Dehradun News - Times of...
Thousands of people staged a protest in Joshimath on Saturday to draw the government’s attention to the issue of their houses developing cracks as a
1
137",,,,1,['https://pbs.twimg.com/card_img/1619899470040403973/HB9buUaG?format=jpg&name=small'],https://twitter.com/kautilyasTOI/status/1606860113650024448
26,Megha Mann,@mann_megha,2022-12-26T09:40:05.000Z,"Megha Mann
@mann_megha
·
26 Dec 2022","Pls share scientific explanation for this #Joshimath 
@NatGeo
5
7
637",,,5,7,['https://pbs.twimg.com/media/Fk5QJ2kaAAQxnbi?format=jpg&name=small'],https://twitter.com/mann_megha/status/1607310270300553216
27,Ashish,@AshishXL,2022-12-26T16:19:38.000Z,"Ashish
@AshishXL
·
26 Dec 2022","#Joshimath is facing grave crisis because of landslides. Please help citizens 
@pushkardhami
 ji 
@narendramodi
 ji
6
877",☮,,,6,[],https://twitter.com/AshishXL/status/1607410820769800193
28,Sarita Tiwari,@saritatiwariuk,2022-12-26T16:17:55.000Z,"Sarita Tiwari
@saritatiwariuk
·
26 Dec 2022","Joshimath : घरों से बाहर निकले लोग, ध्वस्त होने की कगार पर 500 से ज्यादा भवन  !

#UTTARAKHAND #JOSHIMATH
6
53
112
8,269",,6,53,112,['https://pbs.twimg.com/ext_tw_video_thumb/1607409552496160770/pu/img/lHqUnYk6v9eA_sHY.jpg'],https://twitter.com/saritatiwariuk/status/1607410388257345538
29,The Earth And Climate Initiative,@TheEarthAndCli1,2022-12-26T09:40:26.000Z,"The Earth And Climate Initiative
@TheEarthAndCli1
·
26 Dec 2022","एक रिपोर्ट के अनुसार नगर के सभी वार्डों में 500 मकानों में दरों आ गई हैं। 

एक साल पहले भू धंसाव शुरू हुआ और अब तेजी से पूरा नगर इसकी चपेट में आ रहा है।

जिस जगह पर रोपवे के टावर हैं वहां भी दरारें आ रही हैं।

लोग सुरक्षात्मिल उपाय या विस्थापित होने की माँग उठा रहे है 
#Joshimath
1
10
14
1,027",,1,10,14,"['https://pbs.twimg.com/media/Fk5QPkfaMAA-KaN?format=jpg&name=small', 'https://pbs.twimg.com/media/Fk5QPkdaYAc7vPw?format=jpg&name=small']",https://twitter.com/TheEarthAndCli1/status/1607310356397031429
30,Janjwar Media,@janjwar_com,2022-12-26T16:19:43.000Z,"Janjwar Media
@janjwar_com
·
26 Dec 2022","हर रोज धरती में धंसता जोशीमठ बना तयशुदा मौत की तरफ बढ़ता शहर, लोग दहशत में तो सरकार मस्ती में #Joshimath #AtulSati #Bignews #Joshimathnews #Uttarakhand #PushkarSinghDhami
The following media includes potentially sensitive content. Change settings
View
2
2
649",,,2,2,[],https://twitter.com/janjwar_com/status/1607410839803559937
31,Uttarakhand Tak,@UttarakhandTak,2022-12-26T16:14:16.000Z,"Uttarakhand Tak
@UttarakhandTak
·
26 Dec 2022","Joshimath : घरों से बाहर निकले लोग, ध्वस्त होने की कगार पर 500 से ज्यादा भवन  !

#UTTARAKHAND #JOSHIMATH
2:05
263 views
5
12
639",,,5,12,[],https://twitter.com/UttarakhandTak/status/1607409471026008065
32,Neo News Mathura,@Neo_NeoNews,2022-12-27T12:14:55.000Z,"Neo News Mathura
@Neo_NeoNews
·
27 Dec 2022","https://fb.watch/hGzpZGWyBp/?mibextid=RUbZ1f…

जोशीमठ- बंड विकास मेला समापन की ओर

रिपोर्ट- नवीन सिंह
#Joshimath #Uttarakhand
54",,,,,[],https://twitter.com/Neo_NeoNews/status/1607711623128678400
33,Khabar Uttarakhand,@KUttarakhand,2022-12-27T08:01:43.000Z,"Khabar Uttarakhand
@KUttarakhand
·
27 Dec 2022","बड़ी आपदा के मुहाने पर जोशीमठ, 559 मकानों में दरारें, लोगों में दहशत https://khabaruttarakhand.com/joshimath-on-the-cusp-of-major-disaster-cracks-in-559-houses-panic-among-people/… via 
@kuttarakhand
 #Joshimath
khabaruttarakhand.com
बड़ी आपदा के मुहाने पर जोशीमठ, 559 मकानों में दरारें, लोगों में दहशत |
जोशीमठ बड़े भूधंसाव के मुहाने पर आ खड़ा हुआ है। यहां के लोग पिछले कई दिनों से भूधंसाव पर सरकार का ध्यान आकृष्ट करने के लिए आंदोलन कर रहे थे। लोगों ने धरना प्रदर्शन किया, जुलूस निकाला। अब जाकर शासन
52",,,,,[],https://twitter.com/KUttarakhand/status/1607647903035817984
34,Khabar Uttarakhand,@KUttarakhand,2022-12-27T10:09:46.000Z,"Khabar Uttarakhand
@KUttarakhand
·
27 Dec 2022","तो ऑलवेदर रोड बाईपास और NTPC की टनल ने जोशीमठ में भूधंसाव की पटकथा लिखी! https://khabaruttarakhand.com/so-the-helang-marwari-bypass-and-ntpc-tunnel-is-responsible-for-joshimath-disaster/… via 
@kuttarakhand
 #joshimath
khabaruttarakhand.com
तो ऑलवेदर रोड बाईपास और NTPC की टनल ने जोशीमठ में भूधंसाव की पटकथा लिख
देश का एक प्राचीन आध्यात्मिक नगर जोशीमठ बड़े भूधंसाव से खतरे की जद में आ गया है। सरकारी आंकड़ों में ही 550 से अधिक मकानों में भूधंसाव रिपोर्ट किया जा चुका है। हालात ये हैं कि एक बड़ा होटल झुककर दूसरी
58",,,,,[],https://twitter.com/KUttarakhand/status/1607680127114313729
35,ABP Ganga,@AbpGanga,2022-12-27T18:07:28.000Z,"ABP Ganga
@AbpGanga
·
27 Dec 2022","उत्तराखंड के जोशीमठ शहर के अस्तित्व पर संकट मंडरा रहा है. पिछले कई दिनों से धंसाव के कारण जोशीमठ के कई मकानों में दरार आ गई है.

#Joshimath #Uttarakhand
abplive.com
Joshimath News: जोशीमठ शहर के अस्तित्व पर संकट, लगातार भू-धंसाव ने बढ़ाई चिंता, 500 से ज्यादा घरों...
Joshimath Landslide: जोशीमठ में पिछले एक साल में 500 से ज्यादा मकानों में दरारें आ गई हैं. साल 2021 नवंबर में जोशीमठ के गांधीनगर में एकाएक मकानों में दरारें आनी शुरू हुई, जो बढ़ती चली गईं.
2
227",,,,2,[],https://twitter.com/AbpGanga/status/1607800344700157952
36,Amar Ujala Dehradun,@AU_DehradunNews,2022-12-27T10:55:04.000Z,"Amar Ujala Dehradun
@AU_DehradunNews
·
27 Dec 2022","Uttarakhand: जोशीमठ में भूधंसाव का नए सिरे होगा सर्वे, प्रभावित क्षेत्र से परिवारों का किया जाएगा पुनर्वास 

https://amarujala.com/photo-gallery/dehradun/landslide-survey-will-be-done-in-joshimath-chamoli-uttarakhand-news-in-hindi…

#Uttarakhand #dehradunnewws 
@AmarUjalaNews
 #landslide #uttarakhandnews #Joshimath
amarujala.com
Uttarakhand: जोशीमठ में भूधंसाव का नए सिरे होगा सर्वे, प्रभावित क्षेत्र से परिवारों का किया जाएगा...
चमोली जिले के जोशीमठ कस्बे में लगातार हो रहे भूधंसाव का नए सिरे से सर्वे होगा। आपदा प्रबंधन सचिव डॉ. रंजीत सिन्हा ने
114",,,,,[],https://twitter.com/AU_DehradunNews/status/1607691526964142080
37,Amar Ujala Dehradun,@AU_DehradunNews,2022-12-27T07:40:25.000Z,"Amar Ujala Dehradun
@AU_DehradunNews
·
27 Dec 2022","Landslide In Joshimath: नगर के अस्तित्व पर मंडरा रहा संकट, 559 मकानों में आईं दरारें, तीन दिन में हुआ ऐसा हाल

https://amarujala.com/photo-gallery/dehradun/landslide-save-joshimath-movement-cracks-came-in-about-46-houses-in-three-days-uttarakhand-news-in-hindi…

#uttarakhandnews #dehradunnews 
@AmarUjalaNews
 #Joshimath #Landslide #cracks
amarujala.com
Landslide In Joshimath: नगर के अस्तित्व पर मंडरा रहा संकट, 559 मकानों में आईं दरारें, तीन दिन में...
जोशीमठ नगर प्राचीन, आध्यात्मिक और सामरिक दृष्टि से महत्वपूर्ण है लेकिन नगर के अस्तित्व पर संकट मंडरा रहा है।
97",,,,,[],https://twitter.com/AU_DehradunNews/status/1607642543516446720
38,Kalyan Das,@KalyanDasTOI,2022-12-27T15:28:36.000Z,"Kalyan Das
@KalyanDasTOI
·
27 Dec 2022","#Uttarakhand govt orders geological study of 'sinking #Joshimath'
 https://timesofindia.indiatimes.com/city/dehradun/joshimath-sinking-uttarakhand-government-orders-detailed-geological-study-of-town/articleshow/96529860.cms…
Download the TOI app now:
https://timesofindia.onelink.me/mjFd/toisupershare…
The following media includes potentially sensitive content. Change settings
View
41",,,,,[],https://twitter.com/KalyanDasTOI/status/1607760365462638592
39,jaggirmRanbir,@jaggirm,2022-12-28T19:28:56.000Z,"jaggirmRanbir
@jaggirm
·
29 Dec 2022","#Joshimath The sinking town of Uttrakhand many houses have developed cracks .Uttrakhand leaders are silent may be waiting for a big tragedy to occur  people have taken to roads in protest 
There are 3 options: stayin houses with cracks move out or go to native villages
198",💝 🌹 💖 💖 🌹 💝,,,,"['https://pbs.twimg.com/media/FlFqGzWagAAFl8V?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlFqHW6aUAA_08S?format=jpg&name=small', 'https://pbs.twimg.com/media/FlFqIQvaAAI7ZZf?format=jpg&name=360x360']",https://twitter.com/jaggirm/status/1608183237033197569
40,Shivani Azad,@shivaniazadTOI,2022-12-28T05:48:26.000Z,"Shivani Azad
@shivaniazadTOI
·
28 Dec 2022","Joshimath sinking: 46 more houses developed cracks within a week, petrified residents eyeing safer locations. #joshimath 
@TOIPlus
  @TOIIndiaNews
timesofindia.indiatimes.com
Uttarakhand's Joshimath sinking: Cracks in 46 more houses in a week | Dehradun News - Times of India
With cracks appearing within the span of a week in 46 more houses of Joshimath, the ""sinking town"", petrified locals have found themselves caught betw
3
48
69
12.9K",,3,48,69,['https://pbs.twimg.com/card_img/1620668607071129600/pHNXgZt4?format=jpg&name=small'],https://twitter.com/shivaniazadTOI/status/1607976747714383874
41,richa badola,@richa04richa,2022-12-28T05:25:58.000Z,"richa badola
@richa04richa
·
28 Dec 2022","Town planning must ideally be done before it is established. But #Joshimath has been in existence since ancient times. #Tourism is a modern inducement in hill areas so it must b this that shld be addressed. My suggestion is that tourist infra b at a distance fm residential areas.
Anoop Nautiyal
@Anoopnautiyal1
·
27 Dec 2022
My prayers and sympathies with the people of #Joshimath in #Uttarakhand. Sharing a write up on the enclosed link as well. Hope we will have some solid & sustainable solutions soon.

https://bit.ly/Joshimathisinking…
1
1
287",,1,,1,"['https://pbs.twimg.com/profile_images/1540664845300748289/yXwtYaah_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1607755542625398789/pu/img/0hDgs17pqL_nfsaj.jpg']",https://twitter.com/richa04richa/status/1607971093566095361
42,Hindustan Times,@htTweets,2022-12-28T18:43:03.000Z,"Hindustan Times
@htTweets
·
29 Dec 2022","For decades on end, the town of #Joshimath has been a centre of faith, and a spiritual getaway in the mighty Himalayas

For the past few weeks though, it has a dangerous new identity for its 20,000 residents — a town that they fear is sinking
hindustantimes.com
Spiritual town Joshimath battles a sinking feeling
The subsidence itself is not new either, first flagged in the 1976 state government-appointed Mishra Commission report. But its aggravation over the past two years, causing cracks in homes, rendering...
4
9
3,167",,,4,9,['https://pbs.twimg.com/card_img/1621003671289970688/dVH06MxY?format=jpg&name=small'],https://twitter.com/htTweets/status/1608171688054915072
43,HimalayanNewsChannel,@NewsHimalayan,2022-12-28T04:31:48.000Z,"HimalayanNewsChannel
@NewsHimalayan
·
28 Dec 2022","जोशीमठ में लगातार हो रहे भूधंसाव के खिलाफ लोग प्रदर्शन कर रहे हैं, लेकिन कोई सुनने वाला नहीं है। लोगों ने उत्तराखंड सरकार और प्रशासन के खिलाफ नारेबाजी कर जुलूस निकाला।  व्यापारियों ने भी बाजार बंद रखा। 
(Details in website)
#joshimath
#uttarakhandprotest
https://himalayannews.com/news/joshimath-protest…
72",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1607957383489417216/pu/img/muW-vHb3HbDHJi8M.jpg'],https://twitter.com/NewsHimalayan/status/1607957462988255233
44,Dainik Bhaskar,@DainikBhaskar,2022-12-28T02:25:30.000Z,"Dainik Bhaskar
@DainikBhaskar
·
28 Dec 2022","बद्रीनाथ के प्रवेश द्वार कहलाने वाले जोशी मठ पर डूबने का खतरा: सालभर में 500 घरों, दुकानों और होलटों में दरारें आईं, भूवैज्ञानिक, इंजीनियर की टीम ने की जांच
#Badrinath #Uttarakhand #Joshimath
dainik-b.in
उत्तराखंड के जोशीमठ पर डूबने का...
बद्रीनाथ के प्रवेश द्वार के कई घर-दुकानों और...
1
5
51
3,369",,1,5,51,[],https://twitter.com/DainikBhaskar/status/1607925678715928576
